PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,INJURY,MINUTES,PTS,REB,AST,3PM,TO,STL,BLK,P-A,P-R,P-R-A,B-S,R-A,2PA,2PM,3PA,FTA,FTM,FGA,FGM,UD,PP,FPTS,FPTS/$,POWN,TEAM_ID,OPP_TEAM_ID,SLATE,CORE_ID,REFID,RGID,FLOOR,CEIL,OPTO,PERFECT,SMASH,SIM15TH,SIM33RD,SIM50TH,SIM66TH,SIM85TH,SIM90TH,SIM99TH,OWNERSHIP
3588015,"Blake Wesley",3000,PG,SAS,MIN,121983,1325125,,1,0.31,0.1,0.39,0.01,0.07,0.06,0.01,0.7,0.41,0.8,0.07,0.49,0.19,0.1,0.05,0.1,0.07,0.24,0.11,1.16,1.16,1.13,0.38,0.5%,144,146,SUN,179868,259,3588015,0,2.26,0,0,0,0,0,1.13,1.7,3.11,3.39,6.22,
3588016,"Jeremy Sochan",5100,PF/C,SAS,MIN,121983,1342728,,25,10.12,6.77,2.21,0.71,1.37,0.65,0.41,12.33,16.89,19.1,1.06,8.98,6.42,3.29,2.24,1.96,1.42,8.66,4,23.37,23.37,23.8,4.67,0.32%,144,146,SUN,179331,260,3588016,17.38,31.1,1.71,1.71,6.85,17.47,21.01,23.8,26.84,31.4,33.17,41.53,
3588017,"Malaki Branham",3000,SG/SF,SAS,MIN,121983,1325163,,1,0.35,0.23,0.03,0.05,0.05,0,0,0.38,0.58,0.61,0,0.26,0.19,0.08,0.14,0.04,0.03,0.33,0.13,0.62,0.62,0.68,0.23,0.05%,144,146,SUN,179876,261,3588017,0,1.36,0,0,0,0.29,0.49,0.68,0.87,1.17,1.24,1.3,
3597312,"Julian Champagnie",,,SAS,MIN,121983,1176070,,17,6.04,2.52,1.42,1.34,0.56,0.84,0.54,7.46,8.56,9.98,1.38,3.94,1.46,0.62,3.66,0.93,0.8,5.12,1.96,14.77,14.77,14.47,32,0.0%,144,146,SUN,89784,262,3597312,8.96,20.76,0.28,0.28,2.07,8.89,11.93,14.47,17.01,20.82,22.34,30.21,
6413239,"Stephon Castle",6200,PG/SG,SAS,MIN,121983,1461118,,27,15.61,4.51,2.95,1.38,2.4,1.14,0.31,18.56,20.12,23.07,1.45,7.46,9.05,4,4.85,4.8,3.47,13.9,5.38,27.4,27.4,28.09,4.53,1.02%,144,146,SUN,288759,265,6413239,20.78,35.97,1.98,1.98,6.65,20.7,24.64,28.09,31.29,35.97,37.95,47.56,
13312,"Bismack Biyombo",4500,C,SAS,MIN,121983,599797,,20,6.54,5.75,0.95,0,1,0.37,0.87,7.49,12.29,13.24,1.24,6.7,4.71,2.83,0,2.11,0.88,4.71,2.83,17.59,17.59,17.15,3.81,0.45%,144,146,SUN,12325,267,13312,12.04,22.92,0.09,0.09,0.54,11.93,14.91,17.15,19.64,23.12,24.61,31.32,
409280,"Svi Mykhailiuk",3600,SG/SF,UTA,PHI,121981,843265,,21,9.87,3.05,2.26,2.39,1.29,0.31,0.33,12.13,12.92,15.18,0.64,5.31,2.58,1,6.66,0.92,0.7,9.24,3.39,17.55,17.55,18.9,5.25,3.38%,149,128,SUN,72692,272,409280,11.02,27.83,0.33,0.33,18.29,10.85,15.4,18.9,22.4,28,30.45,42,
2439615,"KJ Martin",3800,PF,UTA,PHI,121981,1257431,,28,8.16,4.87,1.71,0.41,0.8,0.64,1.05,9.87,13.03,14.74,1.69,6.58,5.09,2.87,1.27,1.79,1.19,6.36,3.28,20.84,20.84,20,5.26,5.14%,149,128,SUN,12368,273,2439615,14.11,26.5,2.89,2.89,11.3,14,17.25,20,22.5,26.5,28,36.25,
3080545,"Micah Potter",3200,PF/C,UTA,PHI,121981,945061,,21,5.57,6.68,0.9,1.19,0.64,0.46,0.31,6.47,12.25,13.15,0.77,7.58,1.46,0.68,3.15,0.76,0.65,4.61,1.87,16.61,16.61,17.11,5.35,4.04%,149,128,SUN,70478,275,3080545,11.56,23.74,2.58,2.58,11.25,11.41,14.78,17.11,19.7,24.11,25.92,34.22,
3583942,"Johnny Juzang",4200,SG/SF,UTA,PHI,121981,1186159,,26,13.18,4.27,1.23,3,0.71,0.66,0.53,14.41,17.45,18.68,1.19,5.5,3.33,1.43,7.84,1.68,1.32,11.17,4.43,23.01,23.01,23.9,5.69,12.49%,149,128,SUN,91839,276,3583942,16.06,32.35,3.55,3.55,24.59,15.75,20.43,23.9,27.27,32.62,34.87,44.43,
4878701,"Brice Sensabaugh",5000,SF,UTA,PHI,121981,1408260,,27,16.42,4.29,2.22,3.01,1.81,0.7,0.2,18.64,20.71,22.93,0.9,6.51,6.27,2.63,8.49,2.34,2.14,14.76,5.64,25.79,25.79,27.52,5.5,11.59%,149,128,SUN,244814,280,4878701,19.73,36.46,8.12,8.12,23.73,19.85,24.34,27.52,31.22,36.78,38.9,49.22,
4878702,"Keyonte George",6400,PG,UTA,PHI,121981,1408151,,31,20.1,4.58,5.24,3.14,3.14,0.47,0.43,25.34,24.68,29.92,0.9,9.82,7.56,3,9.23,5.74,4.68,16.79,6.14,33.02,33.02,35.56,5.56,17.49%,149,128,SUN,245017,281,4878702,26.78,45.51,20.75,20.75,24.58,26.73,31.78,35.56,39.34,45.65,47.92,59.52,
6413281,"Kyle Filipowski",5900,C,UTA,PHI,121981,1403609,,31,16.99,9.67,2.58,1.99,3.02,0.78,0.43,19.57,26.66,29.24,1.21,12.25,7.55,4.08,5.1,4.66,2.88,12.65,6.07,33.07,33.07,35.38,6,22.82%,149,128,SUN,245488,282,6413281,26.58,45.05,16.71,16.71,38.83,26.54,31.54,35.38,39.67,45.3,47.71,58.16,
6413282,"Isaiah Collier",6300,PG,UTA,PHI,121981,1463591,,31,13.29,4.12,7.67,1.71,3.24,0.79,0.46,20.96,17.41,25.08,1.25,11.79,6.55,2.85,4.93,2.96,2.46,11.48,4.56,30.25,30.25,31.99,5.08,6.7%,149,128,SUN,288765,283,6413282,23.78,41.49,8.22,8.22,14.14,23.68,28.21,31.99,35.52,41.56,44.33,55.16,
6413283,"Cody Williams",3500,SF,UTA,PHI,121981,1458830,,24,6.43,2.89,1.78,0.96,1.23,0.52,0.41,8.21,9.32,11.1,0.93,4.67,3.42,1.21,3.36,1.51,1.13,6.78,2.17,14.13,14.13,14.44,4.13,0.47%,149,128,SUN,289633,284,6413283,8.92,20.85,0.12,0.12,2.63,8.89,11.94,14.44,16.94,21.1,22.77,30.55,
